dataset	sf_avg	sxA_avg	sxB_avg	ss_avg	successive_ss_avg	piA_avg	piB_avg	thetaA_avg	thetaB_avg	DtajA_avg	DtajB_avg	divAB_avg	netdivAB_avg	FST_avg	ss_sf	ss_noSf	noSs_sf	noSs_noSf	allocation	post_proba
LG15_12840000_12845000	0	0.00147	0.00168	0.00631	16	0.003	0.00419	0.00341	0.0035	-0.76157	1.26017	0.00362	3e-05	0.00388	0	1	0	0	migration	1
LG15_12940000_12945000	0	0.00479	0.01083	0.00396	2	0.00358	0.00591	0.00383	0.00647	-0.4146	-0.55815	0.00505	0.00031	0.03415	0	1	0	0	migration	1
LG15_13440000_13445000	0	0.00331	0.00574	0.01214	6	0.0071	0.00808	0.00677	0.00783	0.3101	0.20465	0.00759	0	0.00035	0	1	0	0	migration	1
LG15_13880000_13885000	0	0.00336	0.00883	0.00609	5	0.00398	0.00632	0.00414	0.00654	-0.25138	-0.21296	0.00732	0.00217	0.18703	0	1	0	0	migration	1
LG15_14365000_14370000	0	0.00166	0.00331	0.00083	1	0.00097	0.0017	0.00109	0.00181	-0.68157	-0.3988	0.00148	0.00015	0.05854	0	1	0	0	migration	1
LG15_15840000_15845000	0	0.00247	0.01316	0.0074	3	0.0044	0.0088	0.00432	0.009	0.11516	-0.14693	0.00783	0.00124	0.09268	0	1	0	0	migration	1
LG15_16165000_16170000	0	0.00376	0.01064	0.00689	2	0.00468	0.00689	0.00466	0.00768	0.01843	-0.66445	0.00615	0.00036	0.03321	0	1	0	0	migration	1
LG15_16730000_16735000	0	0.00398	0.00797	0.00755	4	0.00499	0.00668	0.00505	0.0068	-0.07662	-0.10778	0.0057	-0.00014	-0.01324	0	1	0	0	migration	1
LG15_17320000_17325000	0	0.00129	0.0116	0.0116	8	0.006	0.00982	0.00564	0.01016	0.40494	-0.21412	0.0079	-1e-05	-0.00082	0	1	0	0	migration	1
LG15_17480000_17485000	0	0.00474	0.01031	0.00825	8	0.00533	0.00779	0.00569	0.00813	-0.40191	-0.26473	0.00752	0.00096	0.07404	0	1	0	0	migration	1
LG15_18165000_18170000	0	0.00646	0.00458	0.00834	4	0.00621	0.00532	0.00648	0.00566	-0.26819	-0.38353	0.00656	8e-04	0.07026	0	1	0	0	migration	1
LG15_18370000_18375000	0	0.00295	0.00928	0.00211	1	0.00245	0.00471	0.00222	0.00499	0.65179	-0.35707	0.0051	0.00152	0.18796	0	1	0	0	migration	1
LG15_19380000_19385000	0.00021	0.0019	0.00737	0.00737	6	0.0043	0.00609	0.00406	0.00646	0.37482	-0.36202	0.00585	0.00066	0.06437	1	0	0	0	migration	1
LG15_21360000_21365000	0	0.00314	0.00775	0.009	9	0.00526	0.00789	0.00532	0.00733	-0.06779	0.48413	0.00657	0	-0.00019	0	1	0	0	migration	1
LG15_21525000_21530000	0	0.0035	0.01316	0.01789	10	0.01005	0.01335	0.00937	0.0136	0.47116	-0.11744	0.0124	0.00069	0.03136	0	1	0	0	migration	1
LG15_21570000_21575000	0	0.00506	0.00265	0.00482	2	0.00422	0.00303	0.00432	0.00327	-0.15032	-0.45611	0.00351	-0.00012	-0.01885	0	1	0	0	migration	1
LG16_275000_280000	0	0.00332	0.00726	0.00477	4	0.0035	0.00503	0.00354	0.00527	-0.07975	-0.28692	0.00496	7e-04	0.08222	0	1	0	0	migration	1
LG16_560000_565000	0.00021	0.00411	0.00288	0.0037	6	0.00352	0.00252	0.00342	0.00288	0.18801	-0.79148	0.00353	0.00051	0.08385	1	0	0	0	migration	1
LG16_1310000_1315000	0	0.0055	0.00952	0.0072	6	0.00553	0.0072	0.00556	0.00732	-0.03522	-0.11155	0.0065	0.00014	0.01175	0	1	0	0	migration	1
LG16_1510000_1515000	0	0.00527	0.00485	0.0019	2	0.00307	0.00277	0.00314	0.00296	-0.15246	-0.39904	0.00354	0.00062	0.10402	0	1	0	0	migration	1
LG16_1925000_1930000	0	0.00335	0.00732	0.00858	9	0.00473	0.0072	0.00522	0.00696	-0.60791	0.21598	0.00677	8e-04	0.06835	0	1	0	0	migration	1
LG16_2135000_2140000	0	0.00483	0.00336	0.00672	6	0.00483	0.00436	0.00506	0.00442	-0.28975	-0.08789	0.00458	-2e-05	-0.00222	0	1	0	0	migration	1
LG16_2285000_2290000	0	0.00812	0.01187	0.00437	3	0.00498	0.00659	0.00547	0.00711	-0.5732	-0.47069	0.00628	0.00049	0.04438	0	1	0	0	migration	1
LG16_2535000_2540000	0.00021	0.00233	0.00658	0.00233	8	0.00205	0.00403	0.00204	0.0039	0.02059	0.21034	0.00444	0.0014	0.20101	1	0	0	0	migration	1
LG16_2610000_2615000	0	0.00361	0.00806	0.00212	1	0.00246	0.0045	0.00251	0.00446	-0.12006	0.05424	0.0041	0.00062	0.08889	0	1	0	0	migration	1
LG16_2770000_2775000	0	0.00434	0.00496	0.00785	7	0.00507	0.00551	0.00534	0.00561	-0.32472	-0.11521	0.00517	-0.00012	-0.01295	0	1	0	0	migration	1
LG16_3560000_3565000	0	0.00374	0.00291	0.0027	1	0.00243	0.00237	0.00282	0.00246	-0.89199	-0.22687	0.00251	0.00011	0.0241	0	1	0	0	migration	1
LG16_3570000_3575000	0	0.0021	0.00503	0.00294	2	0.00207	0.00345	0.0022	0.00349	-0.3856	-0.06727	0.00364	0.00087	0.1472	0	1	0	0	migration	1
LG16_4205000_4210000	0	0.00191	0.00614	0.00593	3	0.00314	0.00508	0.00343	0.00529	-0.55196	-0.24782	0.0045	0.00039	0.04874	0	1	0	0	migration	1
LG16_4685000_4690000	0	0.00318	0.01039	0.00573	4	0.00394	0.00696	0.0039	0.00706	0.07147	-0.09385	0.00763	0.00218	0.17939	0	1	0	0	migration	1
LG16_5550000_5555000	0	0.00274	0.008	0.00253	1	0.00212	0.00417	0.00231	0.00461	-0.50759	-0.61381	0.00387	0.00073	0.11207	0	1	0	0	migration	1
LG16_7495000_7500000	0	0.00421	0.01285	0.00042	0	0.00242	0.00556	0.00203	0.00581	1.19212	-0.27762	0.00496	0.00097	0.11751	0	1	0	0	migration	1
LG16_7885000_7890000	0.00273	0.00356	0.01593	0.00273	2	0.00228	0.00795	0.00275	0.00817	-1.09544	-0.17305	0.00921	0.0041	0.30406	1	0	0	0	migration	1
LG16_8190000_8195000	0	0.00458	0.01312	0.00167	2	0.00269	0.0066	0.00274	0.00648	-0.09901	0.11842	0.007	0.00236	0.21671	0	1	0	0	migration	1
LG16_8300000_8305000	0.00021	0.00294	0.00526	0.00105	2	0.0015	0.00258	0.00175	0.00276	-0.88991	-0.42044	0.00376	0.00172	0.31529	1	0	0	0	migration	1
LG16_8805000_8810000	0	0.00499	0.00229	0.00728	5	0.00559	0.00406	0.00537	0.00419	0.25539	-0.19456	0.00476	-6e-05	-0.00737	0	1	0	0	migration	1
LG16_10185000_10190000	0	0.00208	0.00685	0.0027	1	0.00192	0.00361	0.00209	0.00418	-0.5028	-0.87202	0.00294	0.00017	0.03297	0	1	0	0	migration	1
LG16_11825000_11830000	0	0.00752	0.00355	0.00334	4	0.00462	0.00309	0.00476	0.00302	-0.18029	0.15268	0.00411	0.00025	0.03423	0	1	0	0	migration	1
LG16_12525000_12530000	0	0.00291	0.00643	0.00975	12	0.00611	0.00737	0.00554	0.00709	0.66193	0.25909	0.00648	-0.00027	-0.02192	0	1	0	0	migration	1
LG16_13460000_13465000	0	0.0035	0.00535	0.00947	7	0.00656	0.00644	0.00568	0.00649	0.99639	-0.05437	0.0069	4e-04	0.03233	0	1	0	0	migration	1
LG16_13715000_13720000	0	0.00164	0.00308	0.00205	6	0.00151	0.00236	0.00162	0.00225	-0.43381	0.29789	0.00223	0.00029	0.07679	0	1	0	0	migration	1
LG16_13825000_13830000	0	0.00206	0.00268	0.00206	1	0.00203	0.00193	0.0018	0.00207	0.78997	-0.41966	0.00207	9e-05	0.02335	0	1	0	0	migration	1
LG16_13880000_13885000	0	0.00164	0.00922	0.00041	0	0.00076	0.00378	9e-04	0.00422	-0.88622	-0.65833	0.00257	3e-04	0.06675	0	1	0	0	migration	1
LG16_14270000_14275000	0	0.00478	0.01497	0.00208	2	0.00276	0.00706	0.00301	0.00747	-0.52112	-0.35549	0.00622	0.00131	0.12691	0	1	0	0	migration	1
LG16_15900000_15905000	0	0.00397	0.00313	0.00773	5	0.00568	0.00449	0.00513	0.00476	0.69999	-0.36798	0.00569	6e-04	0.06082	0	1	0	0	migration	1
LG16_16035000_16040000	0	0.00484	0.00715	0.00378	3	0.00341	0.00495	0.00378	0.00479	-0.6243	0.21385	0.00461	0.00044	0.05397	0	1	0	0	migration	1
LG16_16915000_16920000	0.00042	0.00585	0.0069	0.00857	9	0.006	0.00688	0.00631	0.00677	-0.3165	0.10429	0.00796	0.00152	0.11406	1	0	0	0	migration	1
LG16_18790000_18795000	0	0.00253	0.0019	0.00612	7	0.00425	0.00367	0.00379	0.00351	0.77393	0.29012	0.00372	-0.00024	-0.03475	0	1	0	0	migration	1
LG16_19315000_19320000	0	0.00084	0.0023	0.00147	1	0.00095	0.00145	0.00101	0.00165	-0.35676	-0.74938	0.00116	-4e-05	-0.0172	0	1	0	0	migration	1
LG16_19810000_19815000	0	0.00272	0.00858	0.00858	4	0.00528	0.00723	0.00495	0.00752	0.42057	-0.24772	0.00643	0.00018	0.01538	0	1	0	0	migration	1
LG16_24085000_24090000	0	0.0058	0.00746	0.01078	7	0.00674	0.00786	0.00726	0.00799	-0.46075	-0.10164	0.00758	0.00027	0.02006	0	1	0	0	migration	1
LG16_24105000_24110000	0	0.00501	0.00718	0.01306	10	0.00795	0.0095	0.00791	0.00886	0.03247	0.46571	0.00898	0.00026	0.01577	0	1	0	0	migration	1
LG17_185000_190000	0	0.00946	0.00413	0.01602	9	0.01131	0.00825	0.01116	0.00882	0.08642	-0.41715	0.01031	0.00053	0.02892	0	1	0	0	migration	1
LG17_1020000_1025000	0	0.00747	0.01077	0.02088	21	0.01264	0.013	0.01242	0.01386	0.11887	-0.40409	0.01256	-0.00026	-0.01103	0	1	0	0	migration	1
LG17_1585000_1590000	0	0.00207	0.01867	0.00975	6	0.00462	0.01243	0.00518	0.01245	-0.69365	-0.0072	0.01006	0.00154	0.08943	0	1	0	0	migration	1
LG17_1685000_1690000	0	0.00192	0.00938	0.0113	6	0.00571	0.009	0.00579	0.00906	-0.08364	-0.04285	0.00729	-7e-05	-0.0053	0	1	0	0	migration	1
LG17_2765000_2770000	0	0.00187	0.01329	0.00187	2	0.00143	0.00598	0.00164	0.00664	-0.80198	-0.63894	0.0055	0.0018	0.20954	0	1	0	0	migration	1
LG17_4840000_4845000	0	0.0031	0.00662	0.00476	3	0.00309	0.00487	0.00344	0.00499	-0.6544	-0.14766	0.00402	4e-05	0.00595	0	1	0	0	migration	1
LG17_5485000_5490000	0	0.00631	0.00294	0.00526	4	0.00443	0.00328	0.00506	0.00359	-0.80482	-0.55261	0.00431	0.00046	0.06056	0	1	0	0	migration	1
LG17_7200000_7205000	0	0.00397	0.00921	0.00774	3	0.00529	0.00745	0.00513	0.00742	0.19397	0.02283	0.00636	-1e-05	-8e-04	0	1	0	0	migration	1
LG17_7555000_7560000	0	0.00377	0.00461	0.00272	8	0.00299	0.00312	0.00285	0.00321	0.32225	-0.19162	0.00302	-4e-05	-0.0067	0	1	0	0	migration	1
LG17_7715000_7720000	0	0.00547	0.00421	0.00442	3	0.00415	0.0035	0.00433	0.00378	-0.26448	-0.45841	0.00389	6e-05	0.00891	0	1	0	0	migration	1
LG17_7970000_7975000	0	0.00348	0.016	0.00881	5	0.00538	0.01068	0.00538	0.01087	-0.00323	-0.10966	0.00911	0.00108	0.06816	0	1	0	0	migration	1
LG17_7980000_7985000	0	0.00537	0.00661	0.00331	6	0.00357	0.00362	0.0038	0.00435	-0.39145	-1.06251	0.00407	0.00047	0.06634	0	1	0	0	migration	1
LG17_10375000_10380000	0	0.00021	0.00705	0.00021	0	0.00014	0.0039	0.00018	0.00318	-1.13197	1.44047	0.00338	0.00136	0.26834	0	1	0	0	migration	1
LG17_10755000_10760000	0	0.00638	0.00729	0.0041	6	0.00445	0.00467	0.00459	0.00499	-0.19456	-0.41875	0.00648	0.00192	0.18719	0	1	0	0	migration	1
LG17_10765000_10770000	0	0.00501	0.01212	0.00355	2	0.00325	0.00651	0.00375	0.00686	-0.86128	-0.33616	0.00576	0.00088	0.08983	0	1	0	0	migration	1
LG17_10820000_10825000	0	0.00683	0.00952	0.00766	7	0.00608	0.00756	0.00634	0.00752	-0.264	0.03247	0.00885	0.00203	0.13966	0	1	0	0	migration	1
LG17_11625000_11630000	0	0.00313	0.0071	0.00647	6	0.00443	0.00606	0.00421	0.00595	0.33472	0.12041	0.00563	0.00039	0.03854	0	1	0	0	migration	1
LG17_18205000_18210000	0	0.00294	0.00588	0.00336	3	0.00235	0.00378	0.00276	0.00405	-0.93473	-0.4213	0.00353	0.00047	0.07701	0	1	0	0	migration	1
LG17_18635000_18640000	0	0.00977	0.01019	0.00603	7	0.00674	0.00634	0.00692	0.0071	-0.17131	-0.69717	0.00838	0.00184	0.13305	0	1	0	0	migration	1
LG17_20425000_20430000	0	0.00479	0.00707	0.00375	2	0.00362	0.0049	0.00374	0.00474	-0.19772	0.21385	0.00566	0.00141	0.15257	0	1	0	0	migration	1
LG17_22050000_22055000	0	0.00063	0.00717	0.00148	1	0.001	0.00333	0.00092	0.00379	0.48515	-0.76649	0.00253	0.00037	0.08432	0	1	0	0	migration	1
LG17_23165000_23170000	0.00062	0.00931	0.01323	0.00703	3	0.00612	0.00809	0.00715	0.00888	-0.93159	-0.57008	0.00846	0.00135	0.09381	1	0	0	0	migration	1
LG17_23960000_23965000	0	0.00208	0.01647	0.00146	0	0.00136	0.00739	0.00155	0.00785	-0.75974	-0.37657	0.00572	0.00134	0.14339	0	1	0	0	migration	1
LG17_24000000_24005000	0	0.00459	0.01543	0.00375	4	0.00375	0.0083	0.00365	0.0084	0.17544	-0.07886	0.00773	0.0017	0.13339	0	1	0	0	migration	1
LG17_24530000_24535000	0	0.00227	0.01505	0.00309	2	0.00201	0.00873	0.00235	0.00795	-0.91594	0.63536	0.00621	0.00084	0.07871	0	1	0	0	migration	1
LG17_24775000_24780000	0	0.00253	0.00464	0.00443	7	0.00307	0.00379	0.00305	0.00397	0.0355	-0.30494	0.00348	6e-05	0.00888	0	1	0	0	migration	1
LG17_25380000_25385000	0	0.00187	0.00374	0.00561	4	0.00347	0.00354	0.00327	0.00409	0.39033	-0.85708	0.00378	0.00027	0.04093	0	1	0	0	migration	1
LG17_25675000_25680000	0	0.0042	0.00567	0.01049	8	0.00609	0.00719	0.00643	0.00708	-0.34802	0.104	0.00701	0.00037	0.02938	0	1	0	0	migration	1
LG17_25895000_25900000	0	0.00357	0.00357	0.00525	7	0.00406	0.00346	0.00386	0.00386	0.32607	-0.66921	0.00462	0.00086	0.11106	0	1	0	0	migration	1
LG17_26255000_26260000	0	0.00523	0.00334	0.0069	4	0.00507	0.00373	0.00531	0.00449	-0.28692	-1.07243	0.00419	-0.00021	-0.02688	0	1	0	0	migration	1
LG17_27280000_27285000	0	0.00604	0.00269	0.00224	2	0.00364	0.00179	0.00363	0.00216	0.02448	-1.06416	0.00317	0.00046	0.08375	0	1	0	0	migration	1
LG17_27375000_27380000	0	0.00431	0.01251	0.00453	2	0.00403	0.00725	0.00387	0.00746	0.25256	-0.1861	0.00653	0.00089	0.07962	0	1	0	0	migration	1
LG17_27495000_27500000	0	0.00618	0.00576	0.00453	3	0.00387	0.00461	0.00469	0.00451	-1.11872	0.14694	0.0051	0.00086	0.0996	0	1	0	0	migration	1
LG17_27770000_27775000	0	0.0053	0.00714	0.00592	3	0.00533	0.00554	0.00491	0.00572	0.54502	-0.20556	0.00589	0.00046	0.04415	0	1	0	0	migration	1
LG18_175000_180000	0	0.00658	0.015	0.01274	5	0.00856	0.01181	0.00846	0.01215	0.07826	-0.1816	0.01022	3e-05	0.00171	0	1	0	0	migration	1
LG18_965000_970000	0	0.0031	0.01487	0.00847	7	0.0049	0.00997	0.00507	0.01022	-0.20735	-0.1598	0.00837	0.00093	0.06383	0	1	0	0	migration	1
LG18_990000_995000	0	0.01138	0.00393	0.01283	12	0.01025	0.00724	0.01061	0.00734	-0.21566	-0.08626	0.00914	0.00039	0.02393	0	1	0	0	migration	1
LG18_1560000_1565000	0	0.00349	0.00636	0.01456	11	0.00851	0.0091	0.0079	0.00916	0.50136	-0.03929	0.00858	-0.00023	-0.0146	0	1	0	0	migration	1
LG18_2515000_2520000	0	0.00398	0.00772	0.01522	7	0.00871	0.01064	0.00841	0.01005	0.23129	0.38348	0.0097	3e-05	0.00146	0	1	0	0	migration	1
LG18_4075000_4080000	0	0.00475	0.01074	0.01405	6	0.00862	0.01089	0.00823	0.01086	0.30451	0.022	0.00942	-0.00034	-0.01909	0	1	0	0	migration	1
LG18_4550000_4555000	0	0.00589	0.00526	0.00821	3	0.00621	0.0055	0.00617	0.0059	0.04173	-0.43502	0.00579	-7e-05	-0.00658	0	1	0	0	migration	1
LG18_4580000_4585000	0	0.00587	0.00105	0.00105	1	0.00289	0.00095	0.00303	0.00092	-0.28676	0.21088	0.00209	0.00016	0.04423	0	1	0	0	migration	1
LG18_5120000_5125000	0	0.00288	0.01007	0.01582	12	0.00827	0.01205	0.00819	0.01134	0.06686	0.40883	0.0112	0.00103	0.05258	0	1	0	0	migration	1
LG18_5865000_5870000	0	0.00584	0.00375	0.00729	12	0.00592	0.00502	0.00575	0.00484	0.18848	0.23624	0.006	0.00053	0.05025	0	1	0	0	migration	1
LG18_8860000_8865000	0	0.00462	0.00945	0.00126	1	0.00246	0.00447	0.00258	0.00469	-0.27295	-0.30678	0.00394	0.00048	0.07003	0	1	0	0	migration	1
LG18_9395000_9400000	0	0.00127	0.01016	0.00656	5	0.0037	0.00722	0.00343	0.00732	0.49611	-0.0867	0.00635	0.00089	0.08155	0	1	0	0	migration	1
LG18_11410000_11415000	0	0.00209	0.00668	0.00376	4	0.00226	0.00448	0.00256	0.00457	-0.75413	-0.12615	0.00443	0.00106	0.14679	0	1	0	0	migration	1
LG18_11715000_11720000	0.00063	0.00546	0.00777	0.00777	8	0.00599	0.00639	0.0058	0.00681	0.21956	-0.39937	0.00783	0.00164	0.12633	1	0	0	0	migration	1
LG18_12005000_12010000	0	0.00755	0.00378	0.00482	7	0.00547	0.00351	0.00542	0.00377	0.0565	-0.43471	0.00537	0.00088	0.09693	0	1	0	0	migration	1
LG18_12905000_12910000	0	0.00355	0.00855	0.00167	1	0.00214	0.00409	0.00228	0.00448	-0.39252	-0.5551	0.0039	0.00079	0.12157	0	1	0	0	migration	1
LG18_13540000_13545000	0	0.00189	0.0063	0.00084	1	0.00101	0.00301	0.0012	0.00313	-0.95942	-0.23782	0.00234	0.00034	0.0836	0	1	0	0	migration	1
LG18_13730000_13735000	0.00124	0.00248	0.01014	0.00207	2	0.00172	0.00476	0.00199	0.00535	-0.84721	-0.70593	0.00596	0.00271	0.31341	1	0	0	0	migration	1
LG18_13755000_13760000	0	0.00085	0.01807	0.00043	0	0.00061	0.00765	0.00056	0.0081	0.52043	-0.35613	0.00693	0.0028	0.27001	0	1	0	0	migration	1
LG18_14285000_14290000	0	0.0024	0.00656	0.00197	1	0.00173	0.00408	0.00191	0.00373	-0.589	0.59221	0.00336	0.00046	0.07891	0	1	0	0	migration	1
LG18_15135000_15140000	0.00168	0.00252	0.00546	0.00105	1	0.00153	0.00263	0.00156	0.00285	-0.14879	-0.48724	0.00448	0.0024	0.38648	1	0	0	0	migration	1
LG18_15285000_15290000	0	0.0046	0.01149	0.00794	6	0.00582	0.00859	0.00549	0.00851	0.38864	0.06397	0.00991	0.0027	0.16989	0	1	0	0	migration	1
LG18_15515000_15520000	0	0.00395	0.0129	0.00395	3	0.00301	0.00731	0.00346	0.00738	-0.83309	-0.06202	0.00942	0.00426	0.31053	0	1	0	0	migration	1
LG18_15560000_15565000	0	0.00248	0.00806	0.00372	6	0.00244	0.00583	0.00272	0.00516	-0.64544	0.83246	0.005	0.00086	0.10204	0	1	0	0	migration	1
LG18_15585000_15590000	0	0.00478	0.00936	0.00312	1	0.00359	0.00541	0.00346	0.00546	0.23907	-0.06783	0.00535	0.00085	0.09346	0	1	0	0	migration	1
LG18_15945000_15950000	0	0.00226	0.00554	0.00164	2	0.0019	0.00293	0.00171	0.00315	0.70835	-0.44058	0.00286	0.00045	0.0917	0	1	0	0	migration	1
LG18_16785000_16790000	0	0.00375	0.00396	0.00562	5	0.00376	0.00422	0.0041	0.00419	-0.5326	0.03832	0.00446	0.00047	0.06088	0	1	0	0	migration	1
LG18_17100000_17105000	0	0.00419	0.00629	0.0023	2	0.00263	0.00397	0.00284	0.00376	-0.48724	0.34735	0.00368	0.00038	0.05942	0	1	0	0	migration	1
LG18_18545000_18550000	0	0.00146	0.00938	0.00604	3	0.00367	0.00656	0.00329	0.00675	0.74019	-0.1873	0.00505	-6e-05	-0.00697	0	1	0	0	migration	1
LG18_18705000_18710000	0	0.00229	0.01314	0.00104	1	0.00132	0.00652	0.00146	0.00621	-0.59482	0.3211	0.0052	0.00128	0.1513	0	1	0	0	migration	1
LG18_18970000_18975000	0.00271	0.00063	0.00876	0	0	0.00036	0.00353	0.00027	0.00384	1.64797	-0.50718	0.00536	0.00341	0.48837	0	0	1	0	migration	1
LG18_19185000_19190000	0	0.00611	0.00526	0.01116	19	0.00835	0.00698	0.00756	0.00719	0.67436	-0.19388	0.00806	4e-04	0.02737	0	1	0	0	migration	1
LG18_19450000_19455000	0	0.00686	0.00811	0.00727	4	0.0063	0.00614	0.00619	0.00674	0.11937	-0.57168	0.00681	0.00059	0.04928	0	1	0	0	migration	1
LG18_19515000_19520000	0	0.00146	0.00293	0.0046	5	0.0025	0.00344	0.00266	0.0033	-0.38238	0.28268	0.00325	0.00028	0.04949	0	1	0	0	migration	1
LG19_160000_165000	0	0.00747	0.00623	0.00643	3	0.00596	0.00498	0.00609	0.00554	-0.13373	-0.65326	0.00589	0.00042	0.04015	0	1	0	0	migration	1
LG19_1170000_1175000	0	0.00597	0.01017	0.01304	9	0.00904	0.01042	0.00833	0.01017	0.54876	0.16141	0.01034	0.00061	0.03329	0	1	0	0	migration	1
LG19_1830000_1835000	0	0.00384	0.01517	0.01739	10	0.01003	0.01505	0.0093	0.01426	0.50824	0.35767	0.01323	0.00069	0.02895	0	1	0	0	migration	1
LG19_2440000_2445000	0	0.00127	0.00339	0.00042	0	0.00072	0.00144	0.00074	0.00167	-0.1744	-0.85457	0.0014	0.00032	0.13913	0	1	0	0	migration	1
LG19_2465000_2470000	0.00021	0.00416	0.00728	0.00686	8	0.00517	0.00625	0.00483	0.0062	0.45728	0.06174	0.00647	0.00076	0.06749	1	0	0	0	migration	1
LG19_2990000_2995000	0	0.00884	0.00344	0.01302	6	0.00945	0.00771	0.00957	0.00721	-0.08471	0.45112	0.00915	0.00058	0.03531	0	1	0	0	migration	1
LG19_4560000_4565000	0	0.00347	0.00586	0.00651	11	0.00479	0.00551	0.00437	0.00542	0.60994	0.11227	0.00563	0.00048	0.04836	0	1	0	0	migration	1
LG19_6180000_6185000	0.00083	0.00521	0.01356	0.00355	1	0.00377	0.00684	0.00384	0.00749	-0.1137	-0.55907	0.00832	0.00302	0.23665	1	0	0	0	migration	1
LG19_7150000_7155000	0	0.00252	0.01029	0.00063	0	0.00148	0.0047	0.00138	0.00478	0.46662	-0.10521	0.00394	0.00085	0.13023	0	1	0	0	migration	1
LG19_7785000_7790000	0.00062	0.00145	0.00516	0.00145	1	0.00132	0.00266	0.00127	0.00289	0.26901	-0.51979	0.00337	0.00138	0.27503	1	0	0	0	migration	1
LG19_8130000_8135000	0	0.00293	0.00607	0.00481	5	0.00335	0.00485	0.00339	0.00476	-0.08033	0.12001	0.00437	0.00027	0.03463	0	1	0	0	migration	1
LG19_8730000_8735000	0	0.00397	0.00753	0.00314	3	0.00349	0.00449	0.00311	0.00467	0.75813	-0.24939	0.00532	0.00133	0.1543	0	1	0	0	migration	1
LG19_8870000_8875000	0	0.0029	0.0058	0.00393	4	0.0034	0.00398	0.00299	0.00426	0.85578	-0.43031	0.00499	0.00131	0.16205	0	1	0	0	migration	1
LG19_9120000_9125000	0	0.00084	0.00549	0.00063	0	0.00059	0.00252	0.00065	0.00268	-0.50439	-0.38238	0.00198	0.00043	0.13023	0	1	0	0	migration	1
LG19_9175000_9180000	0	0.00377	0.00587	0.00587	4	0.00396	0.00485	0.00422	0.00514	-0.40626	-0.36439	0.00485	0.00044	0.05198	0	1	0	0	migration	1
LG19_9185000_9190000	0	0.00378	0.00334	0.00423	4	0.00322	0.00326	0.00351	0.00331	-0.52469	-0.09554	0.00337	0.00013	0.02197	0	1	0	0	migration	1
LG19_9195000_9200000	0	0.00188	0.00647	0.00438	9	0.00333	0.00472	0.00274	0.00475	1.34743	-0.04891	0.00463	0.00061	0.07587	0	1	0	0	migration	1
LG19_9925000_9930000	0	0.00377	0.0067	0.00272	0	0.00309	0.00432	0.00284	0.00413	0.54019	0.28943	0.00462	0.00092	0.11934	0	1	0	0	migration	1
LG19_10195000_10200000	0.00083	0.00372	0.01426	0.00475	2	0.00389	0.00792	0.00371	0.00833	0.29995	-0.31395	0.00993	0.00403	0.2712	1	0	0	0	migration	1
LG19_10550000_10555000	0	0.00084	0.00378	0.00063	1	0.00062	0.00162	0.00064	0.00193	-0.25127	-0.99627	0.00126	0.00014	0.06383	0	1	0	0	migration	1
LG19_10685000_10690000	0	0.00296	0.00508	0.00021	0	0.00155	0.00251	0.00139	0.00232	0.71683	0.52803	0.00313	0.0011	0.22732	0	1	0	0	migration	1
LG19_11605000_11610000	0	0.00431	0.00164	0.00842	4	0.00576	0.00446	0.00558	0.00441	0.21625	0.08162	0.00489	-0.00022	-0.02393	0	1	0	0	migration	1
LG19_11810000_11815000	0.00021	0.00317	0.00888	0.00233	5	0.00247	0.00433	0.00241	0.00491	0.15499	-0.75846	0.00471	0.00131	0.17414	1	0	0	0	migration	1
LG19_11860000_11865000	0.00276	0.00276	0.00955	0.00064	0	0.00127	0.00429	0.00149	0.00446	-0.88901	-0.25032	0.00772	0.00494	0.49231	1	0	0	0	migration	1
LG19_12020000_12025000	0	0.00498	0.01224	0.00602	11	0.00491	0.00755	0.00481	0.00799	0.12572	-0.35848	0.00742	0.00119	0.09447	0	1	0	0	migration	1
LG19_12590000_12595000	0	0.00294	0.00524	0.00105	2	0.00164	0.00263	0.00174	0.00275	-0.39045	-0.29187	0.00233	2e-04	0.04823	0	1	0	0	migration	1
LG19_12615000_12620000	0	0.00147	0.00716	0.00695	13	0.00383	0.00588	0.00369	0.00618	0.24828	-0.30918	0.00585	0.00099	0.10024	0	1	0	0	migration	1
LG19_13830000_13835000	0	0.00416	0.00519	0.00603	12	0.00488	0.00506	0.00446	0.00491	0.59896	0.18547	0.00513	0.00016	0.0172	0	1	0	0	migration	1
LG19_14090000_14095000	0	0.00356	0.01046	0.00188	1	0.00247	0.00582	0.00238	0.00541	0.22885	0.48744	0.00745	0.00331	0.30341	0	1	0	0	migration	1
LG19_14785000_14790000	0	0.00204	0.00593	0.00286	1	0.00189	0.00345	0.00215	0.00385	-0.74469	-0.66683	0.00301	0.00034	0.06464	0	1	0	0	migration	1
LG19_15345000_15350000	0	0.00355	0.01233	0.0069	12	0.00521	0.00919	0.00458	0.00842	0.88818	0.59435	0.01008	0.00287	0.17877	0	1	0	0	migration	1
LG19_15355000_15360000	0	0.0029	0.01057	0.00746	8	0.00481	0.00825	0.00454	0.0079	0.38102	0.28762	0.00714	0.00061	0.04851	0	1	0	0	migration	1
LG19_17200000_17205000	0	0.00629	0.00755	0.00629	7	0.0045	0.0056	0.00551	0.00606	-1.17638	-0.48343	0.00568	0.00063	0.0638	0	1	0	0	migration	1
