dataset	bialsites_avg	sf_avg	sxA_avg	sxB_avg	ss_avg	successive_ss_avg	piA_avg	piB_avg	thetaA_avg	thetaB_avg	DtajA_avg	DtajB_avg	divAB_avg	netdivAB_avg	minDivAB_avg	maxDivAB_avg	Gmin_avg	Gmax_avg	FST_avg	ss_sf	ss_noSf	noSs_sf	noSs_noSf
LG03_3150000_3155000	90.00000	0.00000	0.01019	0.00437	0.00416	1.00000	0.00592	0.00316	0.00628	0.00373	-0.37331	-0.97978	0.00557	0.00103	0.00104	0.01123	0.18672	2.01660	0.10994	0.00000	1.00000	0.00000	0.00000
LG03_3875000_3880000	114.00000	0.00000	0.00414	0.01055	0.00890	8.00000	0.00503	0.00779	0.00571	0.00852	-0.75926	-0.54937	0.00644	0.00002	0.00083	0.01469	0.12857	2.28214	0.00195	0.00000	1.00000	0.00000	0.00000
LG03_4210000_4215000	43.00000	0.00000	0.00288	0.00391	0.00206	2.00000	0.00195	0.00256	0.00216	0.00261	-0.62499	-0.11663	0.00282	0.00057	0.00000	0.00514	0.00000	1.82186	0.12053	0.00000	1.00000	0.00000	0.00000
LG03_4340000_4345000	138.00000	0.00000	0.01000	0.00958	0.00916	5.00000	0.00832	0.00790	0.00839	0.00821	-0.05749	-0.24289	0.00947	0.00136	0.00375	0.01770	0.39609	1.87042	0.08359	0.00000	1.00000	0.00000	0.00000
LG03_4720000_4725000	39.00000	0.00000	0.00165	0.00619	0.00021	0.00000	0.00076	0.00274	0.00081	0.00280	-0.41545	-0.14476	0.00280	0.00105	0.00000	0.00578	0.00000	2.06557	0.24690	0.00000	1.00000	0.00000	0.00000
LG03_5255000_5260000	120.00000	0.00000	0.00522	0.01565	0.00417	3.00000	0.00377	0.00796	0.00411	0.00868	-0.53260	-0.53919	0.00813	0.00226	0.00188	0.01482	0.23110	1.82311	0.17390	0.00000	1.00000	0.00000	0.00000
LG03_5560000_5565000	87.00000	0.00000	0.00147	0.01026	0.00649	6.00000	0.00324	0.00684	0.00349	0.00734	-0.45018	-0.43621	0.00614	0.00110	0.00084	0.01152	0.13636	1.87500	0.10664	0.00000	1.00000	0.00000	0.00000
LG03_8115000_8120000	87.00000	0.00000	0.00245	0.01245	0.00286	2.00000	0.00222	0.00721	0.00232	0.00670	-0.28815	0.48786	0.00618	0.00146	0.00102	0.01224	0.16514	1.98165	0.14492	0.00000	1.00000	0.00000	0.00000
LG03_8160000_8165000	61.00000	0.00000	0.00247	0.00678	0.00329	4.00000	0.00243	0.00411	0.00252	0.00441	-0.23858	-0.43571	0.00367	0.00040	0.00164	0.00617	0.44860	1.68224	0.06220	0.00000	1.00000	0.00000	0.00000
LG03_8910000_8915000	74.00000	0.00000	0.00357	0.00714	0.00483	4.00000	0.00385	0.00516	0.00368	0.00525	0.29684	-0.11064	0.00496	0.00046	0.00105	0.00946	0.21176	1.90588	0.05251	0.00000	1.00000	0.00000	0.00000
LG03_9480000_9485000	84.00000	0.00000	0.00457	0.00790	0.00499	6.00000	0.00410	0.00571	0.00419	0.00564	-0.13104	0.07420	0.00525	0.00035	0.00208	0.00914	0.39560	1.74066	0.03733	0.00000	1.00000	0.00000	0.00000
LG03_10760000_10765000	85.00000	0.00000	0.00415	0.00539	0.00809	9.00000	0.00512	0.00568	0.00536	0.00590	-0.29157	-0.24115	0.00563	0.00024	0.00145	0.00850	0.25767	1.50920	0.02319	0.00000	1.00000	0.00000	0.00000
LG03_11390000_11395000	67.00000	0.00000	0.00478	0.00499	0.00416	6.00000	0.00341	0.00417	0.00391	0.00401	-0.82516	0.26424	0.00522	0.00143	0.00145	0.00811	0.27876	1.55310	0.17064	0.00000	1.00000	0.00000	0.00000
LG03_12020000_12025000	157.00000	0.00000	0.00835	0.01691	0.00752	2.00000	0.00702	0.01012	0.00695	0.01070	0.06106	-0.35037	0.00923	0.00067	0.00251	0.01462	0.27136	1.58291	0.04067	0.00000	1.00000	0.00000	0.00000
LG03_14095000_14100000	85.00000	0.00000	0.00422	0.00633	0.00739	10.00000	0.00536	0.00583	0.00508	0.00601	0.34965	-0.19596	0.00554	-0.00006	0.00000	0.01013	0.00000	1.83051	-0.00575	0.00000	1.00000	0.00000	0.00000
LG03_14255000_14260000	76.00000	0.00021	0.00292	0.01125	0.00146	1.00000	0.00172	0.00471	0.00192	0.00556	-0.63326	-0.99008	0.00368	0.00047	0.00062	0.00916	0.16981	2.49057	0.07316	1.00000	0.00000	0.00000	0.00000
LG03_15135000_15140000	116.00000	0.00000	0.00811	0.01227	0.00374	2.00000	0.00449	0.00588	0.00519	0.00702	-0.86512	-1.04295	0.00837	0.00318	0.00416	0.01290	0.49724	1.54144	0.25064	0.00000	1.00000	0.00000	0.00000
LG03_16625000_16630000	43.00000	0.00000	0.00145	0.00581	0.00166	2.00000	0.00126	0.00305	0.00136	0.00327	-0.47165	-0.44395	0.00247	0.00032	0.00042	0.00478	0.16822	1.93458	0.07415	0.00000	1.00000	0.00000	0.00000
LG03_18245000_18250000	50.00000	0.00000	0.00187	0.00664	0.00187	1.00000	0.00143	0.00357	0.00164	0.00373	-0.80198	-0.26882	0.00317	0.00067	0.00042	0.00519	0.13091	1.63636	0.12821	0.00000	1.00000	0.00000	0.00000
LG03_18565000_18570000	99.00000	0.00000	0.00207	0.01203	0.00643	5.00000	0.00361	0.00737	0.00372	0.00808	-0.19772	-0.57058	0.00590	0.00041	0.00166	0.00933	0.28125	1.58203	0.03916	0.00000	1.00000	0.00000	0.00000
LG03_19720000_19725000	77.00000	0.00000	0.00442	0.00568	0.00610	4.00000	0.00487	0.00564	0.00461	0.00516	0.36151	0.59530	0.00540	0.00015	0.00105	0.01073	0.19481	1.98701	0.01506	0.00000	1.00000	0.00000	0.00000
LG03_20180000_20185000	79.00000	0.00000	0.00414	0.00632	0.00676	5.00000	0.00499	0.00576	0.00478	0.00573	0.28348	0.02999	0.00562	0.00025	0.00153	0.00960	0.27155	1.70690	0.02472	0.00000	1.00000	0.00000	0.00000
LG03_21125000_21130000	84.00000	0.00000	0.00168	0.00421	0.01178	8.00000	0.00662	0.00771	0.00589	0.00700	0.78876	0.65490	0.00664	-0.00053	0.00252	0.01009	0.38028	1.52113	-0.04189	0.00000	1.00000	0.00000	0.00000
LG03_22105000_22110000	101.00000	0.00000	0.00381	0.01142	0.00613	5.00000	0.00423	0.00753	0.00435	0.00769	-0.18157	-0.13318	0.00617	0.00029	0.00085	0.00973	0.13714	1.57714	0.02611	0.00000	1.00000	0.00000	0.00000
LG04_85000_90000	98.00000	0.00000	0.00877	0.00773	0.00397	2.00000	0.00532	0.00455	0.00558	0.00512	-0.30041	-0.71336	0.00536	0.00042	0.00104	0.00836	0.19481	1.55844	0.04483	0.00000	1.00000	0.00000	0.00000
LG04_870000_875000	123.00000	0.00000	0.00410	0.01414	0.00697	5.00000	0.00495	0.00853	0.00485	0.00925	0.13121	-0.50296	0.00708	0.00035	0.00041	0.01291	0.05788	1.82315	0.02726	0.00000	1.00000	0.00000	0.00000
LG04_1525000_1530000	71.00000	0.00000	0.00267	0.00820	0.00369	5.00000	0.00252	0.00492	0.00278	0.00521	-0.61178	-0.35435	0.00500	0.00128	0.00164	0.00841	0.32802	1.68109	0.15837	0.00000	1.00000	0.00000	0.00000
LG04_2480000_2485000	153.00000	0.00000	0.00327	0.01821	0.00982	9.00000	0.00663	0.01158	0.00573	0.01227	1.00292	-0.36712	0.01056	0.00145	0.00123	0.01780	0.11625	1.68568	0.08018	0.00000	1.00000	0.00000	0.00000
LG04_2880000_2885000	71.00000	0.00000	0.00324	0.01112	0.00208	2.00000	0.00221	0.00588	0.00233	0.00578	-0.33652	0.11227	0.00497	0.00092	0.00000	0.00880	0.00000	1.77202	0.11049	0.00000	1.00000	0.00000	0.00000
LG04_2955000_2960000	116.00000	0.00000	0.00415	0.01245	0.00747	4.00000	0.00517	0.00884	0.00509	0.00872	0.10673	0.08547	0.00741	0.00041	0.00270	0.01453	0.36392	1.95956	0.03062	0.00000	1.00000	0.00000	0.00000
LG04_3260000_3265000	103.00000	0.00063	0.00625	0.00688	0.00771	3.00000	0.00632	0.00589	0.00611	0.00639	0.21718	-0.50204	0.00858	0.00247	0.00542	0.01146	0.63158	1.33603	0.18094	1.00000	0.00000	0.00000	0.00000
LG04_3340000_3345000	146.00000	0.00000	0.01112	0.01193	0.00647	4.00000	0.00762	0.00741	0.00771	0.00806	-0.07378	-0.51645	0.00863	0.00111	0.00344	0.01294	0.39844	1.50000	0.07469	0.00000	1.00000	0.00000	0.00000
LG04_3960000_3965000	95.00000	0.00000	0.00084	0.01132	0.00775	6.00000	0.00352	0.00777	0.00376	0.00835	-0.41101	-0.45164	0.00624	0.00060	0.00000	0.01425	0.00000	2.28358	0.05447	0.00000	1.00000	0.00000	0.00000
LG04_4690000_4695000	60.00000	0.00000	0.00228	0.00872	0.00145	1.00000	0.00149	0.00517	0.00164	0.00445	-0.53900	1.03670	0.00431	0.00098	0.00062	0.01017	0.14439	2.35829	0.13789	0.00000	1.00000	0.00000	0.00000
LG04_5900000_5905000	99.00000	0.00084	0.00440	0.01467	0.00084	0.00000	0.00256	0.00615	0.00229	0.00679	0.71982	-0.61144	0.00611	0.00176	0.00210	0.01592	0.34286	2.60571	0.18075	1.00000	0.00000	0.00000	0.00000
LG04_6215000_6220000	80.00000	0.00000	0.00482	0.00713	0.00482	7.00000	0.00377	0.00572	0.00422	0.00523	-0.68149	0.59239	0.00694	0.00220	0.00147	0.00964	0.21141	1.38926	0.20160	0.00000	1.00000	0.00000	0.00000
LG04_7070000_7075000	61.00000	0.00000	0.00209	0.00752	0.00313	4.00000	0.00208	0.00460	0.00229	0.00467	-0.58431	-0.09635	0.00363	0.00030	0.00042	0.00940	0.11502	2.58786	0.04633	0.00000	1.00000	0.00000	0.00000
LG04_7255000_7260000	53.00000	0.00000	0.00232	0.00634	0.00254	2.00000	0.00196	0.00368	0.00213	0.00389	-0.50280	-0.34516	0.00350	0.00068	0.00148	0.00528	0.42282	1.51007	0.11647	0.00000	1.00000	0.00000	0.00000
LG04_7810000_7815000	141.00000	0.00063	0.00272	0.02424	0.00188	1.00000	0.00180	0.01044	0.00201	0.01144	-0.67365	-0.56902	0.00925	0.00314	0.00293	0.01797	0.31619	1.94228	0.21861	1.00000	0.00000	0.00000	0.00000
LG04_7990000_7995000	89.00000	0.00000	0.00417	0.01315	0.00125	1.00000	0.00237	0.00547	0.00238	0.00631	-0.02965	-0.85621	0.00878	0.00486	0.00188	0.01211	0.21400	1.37913	0.40366	0.00000	1.00000	0.00000	0.00000
LG04_8385000_8390000	82.00000	0.00000	0.00207	0.01344	0.00145	1.00000	0.00143	0.00646	0.00154	0.00652	-0.42649	-0.05437	0.00493	0.00098	0.00021	0.00951	0.04196	1.93007	0.11908	0.00000	1.00000	0.00000	0.00000
LG04_9015000_9020000	92.00000	0.00000	0.00206	0.01358	0.00329	2.00000	0.00231	0.00683	0.00234	0.00739	-0.10351	-0.48722	0.00789	0.00332	0.00165	0.01194	0.20870	1.51304	0.28387	0.00000	1.00000	0.00000	0.00000
LG04_9025000_9030000	112.00000	0.00104	0.00539	0.01471	0.00207	1.00000	0.00338	0.00768	0.00327	0.00735	0.22885	0.28950	0.00944	0.00391	0.00435	0.01243	0.46098	1.31707	0.27808	1.00000	0.00000	0.00000	0.00000
LG04_9125000_9130000	100.00000	0.00000	0.00269	0.00848	0.00952	5.00000	0.00466	0.00709	0.00535	0.00788	-0.82195	-0.64976	0.00807	0.00219	0.00103	0.01407	0.12821	1.74359	0.16915	0.00000	1.00000	0.00000	0.00000
LG04_9470000_9475000	72.00000	0.00000	0.00310	0.00911	0.00269	4.00000	0.00237	0.00472	0.00254	0.00517	-0.41043	-0.55647	0.00431	0.00077	0.00062	0.00745	0.14400	1.72800	0.10538	0.00000	1.00000	0.00000	0.00000
LG04_9625000_9630000	44.00000	0.00000	0.00082	0.00658	0.00165	1.00000	0.00129	0.00330	0.00108	0.00360	1.17049	-0.52863	0.00307	0.00078	0.00021	0.00617	0.06691	2.00743	0.15578	0.00000	1.00000	0.00000	0.00000
LG04_10525000_10530000	75.00000	0.00000	0.00250	0.01148	0.00167	2.00000	0.00189	0.00595	0.00183	0.00576	0.21936	0.21956	0.00509	0.00117	0.00021	0.01022	0.04100	2.00911	0.13953	0.00000	1.00000	0.00000	0.00000
LG04_10755000_10760000	69.00000	0.00000	0.00340	0.00807	0.00318	6.00000	0.00252	0.00439	0.00288	0.00493	-0.79859	-0.70320	0.00602	0.00256	0.00127	0.00786	0.21176	1.30588	0.28806	0.00000	1.00000	0.00000	0.00000
LG04_10845000_10850000	112.00000	0.00000	0.00102	0.01637	0.00552	5.00000	0.00308	0.00900	0.00287	0.00959	0.47638	-0.39487	0.00766	0.00162	0.00020	0.01330	0.02671	1.73591	0.12748	0.00000	1.00000	0.00000	0.00000
LG04_11295000_11300000	72.00000	0.00000	0.00334	0.00959	0.00208	1.00000	0.00232	0.00446	0.00237	0.00511	-0.14044	-0.81805	0.00420	0.00081	0.00042	0.00771	0.09917	1.83471	0.11565	0.00000	1.00000	0.00000	0.00000
LG04_11455000_11460000	114.00000	0.00000	0.00541	0.01374	0.00458	3.00000	0.00479	0.00719	0.00438	0.00802	0.60247	-0.67114	0.00777	0.00178	0.00187	0.01873	0.24107	2.41071	0.13974	0.00000	1.00000	0.00000	0.00000
LG04_13125000_13130000	64.00000	0.00000	0.00414	0.00580	0.00331	2.00000	0.00301	0.00363	0.00327	0.00399	-0.49778	-0.57610	0.00420	0.00088	0.00145	0.00829	0.34521	1.97260	0.12618	0.00000	1.00000	0.00000	0.00000
LG04_13305000_13310000	42.00000	0.00000	0.00167	0.00625	0.00083	1.00000	0.00101	0.00281	0.00110	0.00310	-0.45006	-0.60775	0.00254	0.00063	0.00042	0.00500	0.16438	1.97260	0.15147	0.00000	1.00000	0.00000	0.00000
LG04_14465000_14470000	59.00000	0.00000	0.00292	0.00792	0.00146	1.00000	0.00174	0.00399	0.00192	0.00411	-0.58789	-0.18648	0.00329	0.00043	0.00000	0.00771	0.00000	2.34507	0.07510	0.00000	1.00000	0.00000	0.00000
LG04_14785000_14790000	169.00000	0.00146	0.00605	0.02649	0.00125	1.00000	0.00296	0.01175	0.00320	0.01215	-0.46824	-0.21294	0.01104	0.00369	0.00605	0.02149	0.54774	1.94544	0.21471	1.00000	0.00000	0.00000	0.00000
LG04_15090000_15095000	79.00000	0.00000	0.00542	0.00771	0.00334	8.00000	0.00352	0.00395	0.00384	0.00484	-0.53033	-1.18213	0.00721	0.00347	0.00250	0.01251	0.34727	1.73633	0.33666	0.00000	1.00000	0.00000	0.00000
LG04_16410000_16415000	61.00000	0.00000	0.00271	0.00937	0.00062	0.00000	0.00131	0.00333	0.00146	0.00438	-0.65366	-1.52951	0.00774	0.00542	0.00000	0.01021	0.00000	1.31839	0.56053	0.00000	1.00000	0.00000	0.00000
LG04_16430000_16435000	71.00000	0.00000	0.00378	0.00902	0.00210	1.00000	0.00243	0.00460	0.00257	0.00487	-0.34169	-0.35321	0.00486	0.00134	0.00147	0.00923	0.30216	1.89928	0.17233	0.00000	1.00000	0.00000	0.00000
LG04_16815000_16820000	52.00000	0.00000	0.00417	0.00562	0.00104	2.00000	0.00211	0.00274	0.00228	0.00292	-0.46924	-0.39904	0.00309	0.00067	0.00021	0.00583	0.06742	1.88764	0.13046	0.00000	1.00000	0.00000	0.00000
LG04_17040000_17045000	45.00000	0.00000	0.00250	0.00582	0.00104	0.00000	0.00136	0.00280	0.00155	0.00301	-0.75974	-0.43324	0.00238	0.00030	0.00000	0.00728	0.00000	3.05825	0.07303	0.00000	1.00000	0.00000	0.00000
LG04_17200000_17205000	52.00000	0.00000	0.00148	0.00633	0.00317	5.00000	0.00220	0.00403	0.00203	0.00416	0.49788	-0.20811	0.00407	0.00096	0.00021	0.00760	0.05187	1.86744	0.14401	0.00000	1.00000	0.00000	0.00000
LG04_17480000_17485000	77.00000	0.00000	0.00335	0.00795	0.00481	3.00000	0.00372	0.00513	0.00357	0.00559	0.26867	-0.52495	0.00467	0.00024	0.00063	0.00920	0.13433	1.97015	0.02919	0.00000	1.00000	0.00000	0.00000
LG04_19205000_19210000	48.00000	0.00000	0.00189	0.00589	0.00231	1.00000	0.00187	0.00355	0.00184	0.00359	0.07671	-0.07975	0.00279	0.00009	0.00042	0.00421	0.15063	1.50628	0.01713	0.00000	1.00000	0.00000	0.00000
LG04_19470000_19475000	69.00000	0.00000	0.00603	0.00437	0.00395	2.00000	0.00379	0.00365	0.00437	0.00364	-0.85946	0.00549	0.00422	0.00050	0.00083	0.00832	0.19726	1.97260	0.06856	0.00000	1.00000	0.00000	0.00000
LG04_19790000_19795000	85.00000	0.00021	0.00493	0.00616	0.00616	8.00000	0.00500	0.00560	0.00486	0.00540	0.18547	0.24192	0.00585	0.00055	0.00164	0.00883	0.28070	1.50877	0.05400	1.00000	0.00000	0.00000	0.00000
LG04_20280000_20285000	83.00000	0.00000	0.00332	0.00602	0.00788	4.00000	0.00492	0.00550	0.00491	0.00609	0.02270	-0.61622	0.00522	0.00001	0.00187	0.00934	0.35762	1.78808	0.00072	0.00000	1.00000	0.00000	0.00000
LG04_20575000_20580000	86.00000	0.00402	0.00296	0.01101	0.00021	0.00000	0.00152	0.00425	0.00139	0.00491	0.59173	-0.86898	0.00782	0.00493	0.00487	0.01122	0.62256	1.43459	0.48258	1.00000	0.00000	0.00000	0.00000
LG04_22030000_22035000	88.00000	0.00000	0.00579	0.00331	0.00909	7.00000	0.00653	0.00583	0.00652	0.00543	0.01372	0.47015	0.00619	0.00001	0.00207	0.01013	0.33395	1.63636	0.00081	0.00000	1.00000	0.00000	0.00000
LG04_22110000_22115000	95.00000	0.00000	0.00497	0.00600	0.00869	9.00000	0.00614	0.00662	0.00598	0.00644	0.16952	0.18746	0.00690	0.00052	0.00248	0.01242	0.36000	1.80000	0.04235	0.00000	1.00000	0.00000	0.00000
LG04_22405000_22410000	51.00000	0.00000	0.00394	0.00249	0.00415	4.00000	0.00347	0.00302	0.00355	0.00291	-0.12952	0.23489	0.00360	0.00035	0.00125	0.00602	0.34615	1.67308	0.05599	0.00000	1.00000	0.00000	0.00000
LG04_22690000_22695000	125.00000	0.00000	0.00314	0.01191	0.01108	11.00000	0.00725	0.01088	0.00623	0.01007	1.05595	0.52250	0.00945	0.00039	0.00125	0.01589	0.13268	1.68059	0.02281	0.00000	1.00000	0.00000	0.00000
LG04_22900000_22905000	124.00000	0.00000	0.00433	0.01030	0.01092	3.00000	0.00644	0.00926	0.00668	0.00930	-0.22707	-0.02525	0.00837	0.00052	0.00206	0.01463	0.24624	1.74829	0.03470	0.00000	1.00000	0.00000	0.00000
LG04_23055000_23060000	118.00000	0.00000	0.00792	0.00792	0.01013	7.00000	0.00844	0.00784	0.00790	0.00790	0.43486	-0.05612	0.00824	0.00011	0.00330	0.01277	0.40059	1.54896	0.00700	0.00000	1.00000	0.00000	0.00000
LG04_23690000_23695000	84.00000	0.00000	0.00281	0.00890	0.00797	4.00000	0.00437	0.00704	0.00472	0.00739	-0.46978	-0.29950	0.00569	-0.00002	0.00211	0.01265	0.37071	2.22426	-0.00199	0.00000	1.00000	0.00000	0.00000
LG04_24605000_24610000	91.00000	0.00000	0.00228	0.00621	0.01035	9.00000	0.00555	0.00692	0.00553	0.00726	0.02037	-0.30123	0.00589	-0.00034	0.00062	0.01222	0.10547	2.07422	-0.03093	0.00000	1.00000	0.00000	0.00000
LG04_24955000_24960000	93.00000	0.00000	0.00329	0.00926	0.00658	3.00000	0.00429	0.00661	0.00432	0.00694	-0.04728	-0.30381	0.00675	0.00130	0.00226	0.00967	0.33503	1.43147	0.11533	0.00000	1.00000	0.00000	0.00000
LG05_310000_315000	72.00000	0.00000	0.00447	0.00568	0.00447	3.00000	0.00376	0.00429	0.00391	0.00444	-0.24439	-0.22368	0.00505	0.00103	0.00122	0.00771	0.24107	1.52679	0.12207	0.00000	1.00000	0.00000	0.00000
LG05_1205000_1210000	71.00000	0.00000	0.00460	0.00564	0.00460	5.00000	0.00404	0.00447	0.00403	0.00449	0.02098	-0.01786	0.00491	0.00065	0.00084	0.00920	0.17021	1.87234	0.07742	0.00000	1.00000	0.00000	0.00000
LG05_1525000_1530000	113.00000	0.00020	0.01266	0.00613	0.00408	1.00000	0.00768	0.00414	0.00734	0.00447	0.30314	-0.47727	0.00676	0.00085	0.00123	0.01593	0.18121	2.35570	0.07301	1.00000	0.00000	0.00000	0.00000
LG05_3465000_3470000	53.00000	0.00000	0.00206	0.00686	0.00320	2.00000	0.00215	0.00378	0.00230	0.00441	-0.41966	-0.90782	0.00296	-0.00001	0.00000	0.00640	0.00000	2.16309	-0.00094	0.00000	1.00000	0.00000	0.00000
LG05_4310000_4315000	64.00000	0.00000	0.00416	0.00548	0.00438	3.00000	0.00381	0.00389	0.00374	0.00432	0.11935	-0.64076	0.00391	0.00006	0.00044	0.00701	0.11215	1.79439	0.00821	0.00000	1.00000	0.00000	0.00000
LG05_4965000_4970000	88.00000	0.00000	0.00534	0.00598	0.00748	7.00000	0.00535	0.00602	0.00561	0.00589	-0.29606	0.14187	0.00603	0.00034	0.00235	0.01047	0.38976	1.73622	0.03152	0.00000	1.00000	0.00000	0.00000
LG05_5655000_5660000	91.00000	0.00000	0.00254	0.01100	0.00571	6.00000	0.00371	0.00763	0.00361	0.00732	0.16913	0.27362	0.00682	0.00115	0.00169	0.01037	0.24828	1.52069	0.09939	0.00000	1.00000	0.00000	0.00000
LG05_5715000_5720000	66.00000	0.00000	0.00251	0.00858	0.00272	2.00000	0.00208	0.00452	0.00229	0.00495	-0.58431	-0.55600	0.00343	0.00013	0.00021	0.01005	0.06102	2.92881	0.02107	0.00000	1.00000	0.00000	0.00000
LG05_6015000_6020000	101.00000	0.00000	0.00397	0.01046	0.00669	7.00000	0.00443	0.00778	0.00467	0.00751	-0.32592	0.23129	0.00669	0.00059	0.00272	0.01067	0.40625	1.59375	0.04970	0.00000	1.00000	0.00000	0.00000
LG05_6620000_6625000	137.00000	0.00000	0.00415	0.01620	0.00810	3.00000	0.00501	0.00980	0.00537	0.01064	-0.42416	-0.51034	0.00888	0.00148	0.00457	0.01350	0.51429	1.51948	0.09808	0.00000	1.00000	0.00000	0.00000
LG05_6855000_6860000	111.00000	0.00000	0.00816	0.00653	0.00795	8.00000	0.00799	0.00495	0.00706	0.00634	0.85758	-1.41422	0.00769	0.00122	0.00163	0.01550	0.21208	2.01473	0.09333	0.00000	1.00000	0.00000	0.00000
LG05_7890000_7895000	67.00000	0.00000	0.00478	0.00831	0.00083	1.00000	0.00263	0.00435	0.00246	0.00400	0.44959	0.55173	0.00541	0.00192	0.00062	0.00976	0.11514	1.80384	0.23107	0.00000	1.00000	0.00000	0.00000
LG05_7935000_7940000	114.00000	0.00145	0.00497	0.01243	0.00477	6.00000	0.00495	0.00655	0.00427	0.00753	1.02070	-0.84312	0.01019	0.00444	0.00601	0.01533	0.58983	1.50508	0.29654	1.00000	0.00000	0.00000	0.00000
LG05_8205000_8210000	55.00000	0.00000	0.00329	0.00657	0.00144	0.00000	0.00168	0.00288	0.00207	0.00351	-1.16795	-1.14991	0.00227	-0.00001	0.00021	0.00822	0.09045	3.61809	-0.00219	0.00000	1.00000	0.00000	0.00000
LG05_8585000_8590000	195.00000	0.00000	0.00553	0.02314	0.01126	12.00000	0.00699	0.01395	0.00735	0.01506	-0.31957	-0.47987	0.01115	0.00068	0.00225	0.01822	0.20204	1.63469	0.03412	0.00000	1.00000	0.00000	0.00000
LG05_10660000_10665000	80.00000	0.00000	0.00291	0.00936	0.00437	4.00000	0.00358	0.00602	0.00319	0.00601	0.77657	0.00628	0.00546	0.00066	0.00042	0.00874	0.07627	1.60169	0.06944	0.00000	1.00000	0.00000	0.00000
LG05_11995000_12000000	73.00000	0.00000	0.00274	0.00842	0.00421	1.00000	0.00320	0.00519	0.00304	0.00553	0.32846	-0.39387	0.00468	0.00048	0.00042	0.01010	0.09000	2.16000	0.05894	0.00000	1.00000	0.00000	0.00000
LG05_12730000_12735000	105.00000	0.00000	0.00924	0.00714	0.00567	4.00000	0.00591	0.00552	0.00653	0.00561	-0.61338	-0.10794	0.00679	0.00108	0.00105	0.01345	0.15464	1.97938	0.09333	0.00000	1.00000	0.00000	0.00000
LG05_16450000_16455000	47.00000	0.00000	0.00271	0.00584	0.00125	3.00000	0.00145	0.00296	0.00174	0.00311	-1.03974	-0.29474	0.00338	0.00118	0.00000	0.00584	0.00000	1.72603	0.22597	0.00000	1.00000	0.00000	0.00000
LG05_16635000_16640000	58.00000	0.00000	0.00260	0.00663	0.00450	4.00000	0.00268	0.00481	0.00311	0.00487	-0.87044	-0.07792	0.00410	0.00035	0.00047	0.00947	0.11538	2.30769	0.04914	0.00000	1.00000	0.00000	0.00000
LG05_16880000_16885000	90.00000	0.00000	0.00402	0.00647	0.00960	12.00000	0.00579	0.00670	0.00596	0.00704	-0.18813	-0.31312	0.00600	-0.00024	0.00045	0.00960	0.07438	1.59917	-0.02147	0.00000	1.00000	0.00000	0.00000
LG05_17490000_17495000	76.00000	0.00000	0.00598	0.00342	0.00683	4.00000	0.00588	0.00453	0.00561	0.00449	0.30713	0.05424	0.00565	0.00044	0.00214	0.01025	0.37815	1.81513	0.04444	0.00000	1.00000	0.00000	0.00000
LG05_18225000_18230000	179.00000	0.00000	0.00643	0.00913	0.02158	13.00000	0.01213	0.01329	0.01227	0.01345	-0.07203	-0.07508	0.01308	0.00037	0.00436	0.02054	0.33304	1.57004	0.01568	0.00000	1.00000	0.00000	0.00000
LG05_18870000_18875000	119.00000	0.00000	0.00433	0.00721	0.01298	13.00000	0.00756	0.00933	0.00758	0.00884	-0.02134	0.35336	0.00914	0.00069	0.00082	0.01401	0.09023	1.53383	0.04290	0.00000	1.00000	0.00000	0.00000
LG05_19315000_19320000	58.00000	0.00000	0.00274	0.00715	0.00231	1.00000	0.00212	0.00393	0.00221	0.00415	-0.26590	-0.33791	0.00332	0.00030	0.00084	0.00526	0.25352	1.58451	0.05085	0.00000	1.00000	0.00000	0.00000
LG05_19510000_19515000	75.00000	0.00000	0.00423	0.00571	0.00592	4.00000	0.00412	0.00512	0.00445	0.00509	-0.47368	0.02995	0.00475	0.00013	0.00148	0.00867	0.31188	1.82673	0.01504	0.00000	1.00000	0.00000	0.00000
LG05_19815000_19820000	170.00000	0.00000	0.00463	0.01127	0.01832	8.00000	0.01052	0.01302	0.01005	0.01296	0.30320	0.02890	0.01153	-0.00024	0.00483	0.01691	0.41901	1.46654	-0.01122	0.00000	1.00000	0.00000	0.00000
LG05_20735000_20740000	146.00000	0.00021	0.00659	0.00968	0.01359	19.00000	0.00868	0.01030	0.00884	0.01019	-0.11840	0.06680	0.00977	0.00028	0.00206	0.01462	0.21077	1.49649	0.01605	1.00000	0.00000	0.00000	0.00000
LG06_300000_305000	36.00000	0.00000	0.00314	0.00377	0.00063	0.00000	0.00147	0.00193	0.00165	0.00193	-0.69679	0.00199	0.00199	0.00029	0.00000	0.00356	0.00000	1.78947	0.08615	0.00000	1.00000	0.00000	0.00000
LG06_1315000_1320000	71.00000	0.00021	0.00104	0.01003	0.00355	3.00000	0.00203	0.00578	0.00201	0.00595	0.06398	-0.18089	0.00515	0.00125	0.00188	0.00982	0.36486	1.90541	0.14824	1.00000	0.00000	0.00000	0.00000
LG06_1370000_1375000	57.00000	0.00000	0.00153	0.00656	0.00437	3.00000	0.00265	0.00462	0.00258	0.00479	0.16476	-0.22368	0.00364	0.00001	0.00131	0.00634	0.36000	1.74000	0.00109	0.00000	1.00000	0.00000	0.00000
